"Population by Single Year of Age","Number"
"0",""
"Female","507"
"Male","518"
"1",""
"Female","489"
"Male","519"
"10",""
"Female","1022"
"Male","1111"
"11",""
"Female","598"
"Male","629"
"12",""
"Female","999"
"Male","994"
"13",""
"Female","821"
"Male","792"
"14",""
"Female","865"
"Male","867"
"15",""
"Female","836"
"Male","895"
"16",""
"Female","811"
"Male","843"
"17",""
"Female","573"
"Male","660"
"18",""
"Female","844"
"Male","863"
"19",""
"Female","486"
"Male","498"
"2",""
"Female","562"
"Male","636"
"20",""
"Female","843"
"Male","681"
"21",""
"Female","436"
"Male","424"
"22",""
"Female","725"
"Male","605"
"23",""
"Female","467"
"Male","383"
"24",""
"Female","466"
"Male","423"
"25",""
"Female","1003"
"Male","763"
"26",""
"Female","478"
"Male","383"
"27",""
"Female","432"
"Male","341"
"28",""
"Female","605"
"Male","575"
"29",""
"Female","221"
"Male","211"
"3",""
"Female","695"
"Male","637"
"30",""
"Female","1201"
"Male","895"
"31",""
"Female","183"
"Male","193"
"32",""
"Female","573"
"Male","450"
"33",""
"Female","248"
"Male","208"
"34",""
"Female","249"
"Male","251"
"35",""
"Female","1171"
"Male","994"
"36",""
"Female","292"
"Male","280"
"37",""
"Female","233"
"Male","212"
"38",""
"Female","434"
"Male","357"
"39",""
"Female","171"
"Male","168"
"4",""
"Female","606"
"Male","683"
"40",""
"Female","1019"
"Male","995"
"41",""
"Female","139"
"Male","170"
"42",""
"Female","321"
"Male","355"
"43",""
"Female","173"
"Male","180"
"44",""
"Female","162"
"Male","168"
"45",""
"Female","773"
"Male","844"
"46",""
"Female","188"
"Male","193"
"47",""
"Female","155"
"Male","187"
"48",""
"Female","292"
"Male","257"
"49",""
"Female","94"
"Male","108"
"5",""
"Female","750"
"Male","784"
"50",""
"Female","664"
"Male","799"
"51",""
"Female","127"
"Male","125"
"52",""
"Female","230"
"Male","244"
"53",""
"Female","134"
"Male","124"
"54",""
"Female","94"
"Male","128"
"55",""
"Female","503"
"Male","547"
"56",""
"Female","95"
"Male","153"
"57",""
"Female","101"
"Male","110"
"58",""
"Female","191"
"Male","185"
"59",""
"Female","71"
"Male","72"
"6",""
"Female","657"
"Male","658"
"60",""
"Female","562"
"Male","567"
"61",""
"Female","91"
"Male","97"
"62",""
"Female","136"
"Male","128"
"63",""
"Female","56"
"Male","63"
"64",""
"Female","61"
"Male","62"
"65",""
"Female","342"
"Male","326"
"66",""
"Female","58"
"Male","56"
"67",""
"Female","70"
"Male","54"
"68",""
"Female","93"
"Male","117"
"69",""
"Female","34"
"Male","40"
"7",""
"Female","764"
"Male","771"
"70",""
"Female","279"
"Male","266"
"71",""
"Female","31"
"Male","41"
"72",""
"Female","52"
"Male","65"
"73",""
"Female","32"
"Male","43"
"74",""
"Female","27"
"Male","25"
"75",""
"Female","135"
"Male","107"
"76",""
"Female","29"
"Male","22"
"77",""
"Female","14"
"Male","29"
"78",""
"Female","37"
"Male","35"
"79",""
"Female","10"
"Male","15"
"8",""
"Female","893"
"Male","923"
"80",""
"Female","90"
"Male","70"
"81",""
"Female","16"
"Male","11"
"82",""
"Female","20"
"Male","19"
"83",""
"Female","12"
"Male","9"
"84",""
"Female","19"
"Male","15"
"85",""
"Female","142"
"Male","96"
"9",""
"Female","585"
"Male","581"
