"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","11"
"Male","48"
"","59"
"Bhujel",""
"Female","13"
"Male","12"
"","25"
"Chepang",""
"Female","2"
"Male","12"
"","14"
"Dura",""
"Female","734"
"Male","477"
"","1211"
"Ghale",""
"Female","11"
"Male","11"
"","22"
"Gurung",""
"Female","2422"
"Male","1874"
"","4296"
"Hindi",""
"Female","3"
"Male","25"
"","28"
"Kumal",""
"Female","50"
"Male","40"
"","90"
"Magar",""
"Female","73"
"Male","73"
"","146"
"Maithili",""
"Female","25"
"Male","38"
"","63"
"Nepali",""
"Female","10546"
"Male","8210"
"","18756"
"Newar",""
"Female","542"
"Male","427"
"","969"
"Not Reported",""
"Female","5"
"Male","6"
"","11"
"Others",""
"Female","7"
"Male","11"
"","18"
"Rai",""
"Female","9"
"Male","13"
"","22"
"Sign Language",""
"Female","8"
"Male","13"
"","21"
"Tamang",""
"Female","509"
"Male","382"
"","891"
"Tharu",""
"Female","15"
"Male","14"
"","29"
"Urdu",""
"Female","110"
"Male","83"
"","193"
