"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1120"
"Cow Dung","8"
"Electricity Fuel","18"
"KeroseneFuel","37"
"LP Gas","2397"
"Not Sated about Fuel","39"
"OthersFuel","5"
"Wood/FireWood","3575"
"Total","7199"
