"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","6"
"Cow Dung","7"
"Electricity Fuel","0"
"KeroseneFuel","44"
"LP Gas","409"
"Not Sated about Fuel","95"
"OthersFuel","13"
"Wood/FireWood","6420"
"Total","6994"
