"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","5485"
"Christianity","205"
"Hindu","20990"
"Islam","10"
"Jainism","10"
"Kirat","2038"
"Prakriti","38"
"Sikhism","0"
"Undefined","67"
"Total","28844"
