"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","641"
"Cow Dung","7"
"Electricity Fuel","48"
"KeroseneFuel","164"
"LP Gas","2930"
"Not Sated about Fuel","92"
"OthersFuel","19"
"Wood/FireWood","8604"
"Total","12505"
