"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","66"
"Male","116"
"","182"
"Doteli",""
"Female","5"
"Male","6"
"","11"
"Ghale",""
"Female","38"
"Male","17"
"","55"
"Gurung",""
"Female","83"
"Male","79"
"","162"
"Hindi",""
"Female","36"
"Male","103"
"","139"
"Kumal",""
"Female","628"
"Male","562"
"","1190"
"Magar",""
"Female","147"
"Male","118"
"","265"
"Maithili",""
"Female","49"
"Male","104"
"","153"
"Nepali",""
"Female","22168"
"Male","19017"
"","41185"
"Newar",""
"Female","1241"
"Male","1163"
"","2404"
"Not Reported",""
"Female","19"
"Male","17"
"","36"
"Others",""
"Female","82"
"Male","69"
"","151"
"Rai",""
"Female","87"
"Male","87"
"","174"
"Sherpa",""
"Female","5"
"Male","11"
"","16"
"Tamang",""
"Female","4374"
"Male","3664"
"","8038"
"Tharu",""
"Female","8"
"Male","4"
"","12"
"Urdu",""
"Female","87"
"Male","91"
"","178"
