"Population by Caste Ethinicity","Number"
"Badi",""
"Female","42"
"Male","40"
"","82"
"Brahman - Hill",""
"Female","11769"
"Male","11630"
"","23399"
"Chhetri",""
"Female","19545"
"Male","19802"
"","39347"
"Dalit Others",""
"Female","63"
"Male","67"
"","130"
"Damai/Dholi",""
"Female","3508"
"Male","3442"
"","6950"
"Gurung",""
"Female","8"
"Male","8"
"","16"
"Kami",""
"Female","11915"
"Male","12253"
"","24168"
"Kumal",""
"Female","370"
"Male","360"
"","730"
"Lohar",""
"Female","347"
"Male","364"
"","711"
"Magar",""
"Female","215"
"Male","278"
"","493"
"Musalman",""
"Female","4"
"Male","8"
"","12"
"Newar",""
"Female","7"
"Male","4"
"","11"
"Others",""
"Female","94"
"Male","119"
"","213"
"Sanyasi/Dasnami",""
"Female","662"
"Male","684"
"","1346"
"Sarki",""
"Female","2163"
"Male","2266"
"","4429"
"Tamang",""
"Female","31"
"Male","29"
"","60"
"Teli",""
"Female","42"
"Male","45"
"","87"
"Terai Others",""
"Female","26"
"Male","29"
"","55"
"Thakuri",""
"Female","17274"
"Male","17029"
"","34303"
"Tharu",""
"Female","13"
"Male","32"
"","45"
