"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","1120"
"Electricity Fuel","1"
"KeroseneFuel","47"
"LP Gas","33"
"Not Sated about Fuel","57"
"OthersFuel","2"
"Wood/FireWood","2404"
"Total","3671"
