"Population by Mother tongue","Number"
"Avadhi",""
"Female","5"
"Male","7"
"","12"
"Bhojpuri",""
"Female","4"
"Male","9"
"","13"
"Danuwar",""
"Female","293"
"Male","255"
"","548"
"Magahi",""
"Female","982"
"Male","1079"
"","2061"
"Magar",""
"Female","330"
"Male","323"
"","653"
"Maithili",""
"Female","6802"
"Male","7442"
"","14244"
"Majhi",""
"Female","25"
"Male","26"
"","51"
"Nepali",""
"Female","1220"
"Male","1212"
"","2432"
"Newar",""
"Female","69"
"Male","69"
"","138"
"Not Reported",""
"Female","112"
"Male","131"
"","243"
"Others",""
"Female","15"
"Male","19"
"","34"
"Sunuwar",""
"Female","32"
"Male","37"
"","69"
"Tamang",""
"Female","450"
"Male","497"
"","947"
"Urdu",""
"Female","42"
"Male","43"
"","85"
