"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","903"
"Christianity","3"
"Hindu","25242"
"Islam","1"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","0"
"Total","26149"
