"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","1034"
"Electricity Fuel","0"
"KeroseneFuel","27"
"LP Gas","17"
"Not Sated about Fuel","20"
"OthersFuel","33"
"Wood/FireWood","2453"
"Total","3585"
