"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","3"
"Christianity","5"
"Hindu","20800"
"Islam","4180"
"Jainism","0"
"Kirat","5"
"Prakriti","0"
"Sikhism","0"
"Undefined","56"
"Total","25049"
