"Population by Religion","Number"
"Bahai","0"
"Bon","4"
"Buddism","2468"
"Christianity","112"
"Hindu","13743"
"Islam","1"
"Jainism","0"
"Kirat","3"
"Prakriti","0"
"Sikhism","0"
"Undefined","3"
"Total","16334"
