"Population by Caste Ethinicity","Number"
"Badi",""
"Female","15"
"Male","10"
"","25"
"Brahman - Hill",""
"Female","1206"
"Male","946"
"","2152"
"Chhantyal/Chhantel",""
"Female","222"
"Male","173"
"","395"
"Chhetri",""
"Female","1264"
"Male","991"
"","2255"
"Damai/Dholi",""
"Female","371"
"Male","305"
"","676"
"Gurung",""
"Female","27"
"Male","20"
"","47"
"Kami",""
"Female","1429"
"Male","1043"
"","2472"
"Kisan",""
"Female","174"
"Male","133"
"","307"
"Limbu",""
"Female","7"
"Male","7"
"","14"
"Magar",""
"Female","3496"
"Male","2696"
"","6192"
"Majhi",""
"Female","4"
"Male","12"
"","16"
"Newar",""
"Female","36"
"Male","23"
"","59"
"Others",""
"Female","33"
"Male","34"
"","67"
"Sanyasi/Dasnami",""
"Female","51"
"Male","35"
"","86"
"Sarki",""
"Female","573"
"Male","473"
"","1046"
"Tamang",""
"Female","11"
"Male","16"
"","27"
"Thakali",""
"Female","140"
"Male","116"
"","256"
"Thakuri",""
"Female","113"
"Male","81"
"","194"
