"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","68"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","5"
"LP Gas","104"
"Not Sated about Fuel","1"
"OthersFuel","0"
"Wood/FireWood","3646"
"Total","3825"
