"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","614"
"Cow Dung","966"
"Electricity","3"
"Kerosene","54"
"LP Gas","300"
"Not stated","24"
"Others","89"
"Wood/Firewood","5348"
"Total","7398"
