"Population by Single Year of Age","Number"
"0",""
"Female","287"
"Male","286"
"1",""
"Female","321"
"Male","328"
"10",""
"Female","439"
"Male","489"
"11",""
"Female","363"
"Male","337"
"12",""
"Female","456"
"Male","498"
"13",""
"Female","424"
"Male","389"
"14",""
"Female","442"
"Male","427"
"15",""
"Female","412"
"Male","382"
"16",""
"Female","393"
"Male","328"
"17",""
"Female","373"
"Male","372"
"18",""
"Female","457"
"Male","427"
"19",""
"Female","277"
"Male","217"
"2",""
"Female","300"
"Male","335"
"20",""
"Female","426"
"Male","275"
"21",""
"Female","272"
"Male","149"
"22",""
"Female","468"
"Male","247"
"23",""
"Female","296"
"Male","184"
"24",""
"Female","301"
"Male","177"
"25",""
"Female","491"
"Male","246"
"26",""
"Female","312"
"Male","167"
"27",""
"Female","256"
"Male","185"
"28",""
"Female","364"
"Male","205"
"29",""
"Female","162"
"Male","127"
"3",""
"Female","300"
"Male","345"
"30",""
"Female","525"
"Male","303"
"31",""
"Female","149"
"Male","108"
"32",""
"Female","282"
"Male","207"
"33",""
"Female","154"
"Male","126"
"34",""
"Female","168"
"Male","117"
"35",""
"Female","597"
"Male","379"
"36",""
"Female","196"
"Male","160"
"37",""
"Female","134"
"Male","131"
"38",""
"Female","214"
"Male","166"
"39",""
"Female","98"
"Male","120"
"4",""
"Female","323"
"Male","340"
"40",""
"Female","463"
"Male","384"
"41",""
"Female","123"
"Male","109"
"42",""
"Female","210"
"Male","197"
"43",""
"Female","108"
"Male","136"
"44",""
"Female","125"
"Male","99"
"45",""
"Female","413"
"Male","328"
"46",""
"Female","116"
"Male","142"
"47",""
"Female","86"
"Male","103"
"48",""
"Female","162"
"Male","171"
"49",""
"Female","84"
"Male","78"
"5",""
"Female","358"
"Male","352"
"50",""
"Female","331"
"Male","290"
"51",""
"Female","92"
"Male","102"
"52",""
"Female","143"
"Male","149"
"53",""
"Female","93"
"Male","82"
"54",""
"Female","73"
"Male","86"
"55",""
"Female","248"
"Male","212"
"56",""
"Female","97"
"Male","95"
"57",""
"Female","69"
"Male","87"
"58",""
"Female","85"
"Male","106"
"59",""
"Female","54"
"Male","87"
"6",""
"Female","369"
"Male","336"
"60",""
"Female","264"
"Male","255"
"61",""
"Female","75"
"Male","79"
"62",""
"Female","108"
"Male","98"
"63",""
"Female","62"
"Male","78"
"64",""
"Female","59"
"Male","69"
"65",""
"Female","196"
"Male","156"
"66",""
"Female","50"
"Male","62"
"67",""
"Female","39"
"Male","65"
"68",""
"Female","63"
"Male","82"
"69",""
"Female","35"
"Male","29"
"7",""
"Female","388"
"Male","391"
"70",""
"Female","143"
"Male","134"
"71",""
"Female","27"
"Male","32"
"72",""
"Female","50"
"Male","65"
"73",""
"Female","25"
"Male","39"
"74",""
"Female","19"
"Male","33"
"75",""
"Female","59"
"Male","73"
"76",""
"Female","18"
"Male","26"
"77",""
"Female","24"
"Male","12"
"78",""
"Female","40"
"Male","41"
"79",""
"Female","11"
"Male","11"
"8",""
"Female","383"
"Male","437"
"80",""
"Female","25"
"Male","29"
"81",""
"Female","9"
"Male","14"
"82",""
"Female","16"
"Male","9"
"83",""
"Female","10"
"Male","9"
"84",""
"Female","14"
"Male","9"
"85",""
"Female","69"
"Male","62"
"9",""
"Female","330"
"Male","320"
