"Population by Five Years Age Group","Number"
"0-4",""
"Female","495"
"Male","498"
"10-14",""
"Female","652"
"Male","682"
"15-19",""
"Female","563"
"Male","562"
"20-24",""
"Female","370"
"Male","306"
"25-29",""
"Female","343"
"Male","246"
"30-34",""
"Female","305"
"Male","244"
"35-39",""
"Female","252"
"Male","214"
"40-44",""
"Female","262"
"Male","244"
"45-49",""
"Female","198"
"Male","206"
"50-54",""
"Female","196"
"Male","202"
"55-59",""
"Female","147"
"Male","176"
"5-9",""
"Female","649"
"Male","723"
"60-64",""
"Female","145"
"Male","138"
"65-69",""
"Female","91"
"Male","110"
"70-74",""
"Female","65"
"Male","61"
"75+",""
"Female","97"
"Male","88"
