"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","0"
"Cow Dung","0"
"Electricity","0"
"Kerosene","7"
"LP Gas","0"
"Not stated","6"
"Others","0"
"Wood/Firewood","2035"
"Total","2048"
