"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","356"
"Cow Dung","60380"
"Electricity Fuel","36"
"KeroseneFuel","1524"
"LP Gas","13988"
"Not Sated about Fuel","2347"
"OthersFuel","852"
"Wood/FireWood","58742"
"Total","138225"
