"Population by Caste Ethinicity","Number"
"Amat",""
"Female","342"
"Male","384"
"","726"
"Badhaee",""
"Female","1192"
"Male","1274"
"","2466"
"Badi",""
"Female","98"
"Male","103"
"","201"
"Bangali",""
"Female","326"
"Male","384"
"","710"
"Bantar/Sardar",""
"Female","398"
"Male","363"
"","761"
"Baraee",""
"Female","6755"
"Male","6634"
"","13389"
"Bhote",""
"Female","212"
"Male","174"
"","386"
"Bin",""
"Female","10835"
"Male","9946"
"","20781"
"Brahman - Hill",""
"Female","5068"
"Male","5149"
"","10217"
"Brahman - Tarai",""
"Female","10705"
"Male","11542"
"","22247"
"Chamar/ Harijan/ Ram",""
"Female","14385"
"Male","14025"
"","28410"
"Chamling",""
"Female","5"
"Male","7"
"","12"
"Chepang /Praja",""
"Female","9"
"Male","6"
"","15"
"Chhetri",""
"Female","4987"
"Male","4827"
"","9814"
"Dalit Others",""
"Female","163"
"Male","131"
"","294"
"Damai/Dholi",""
"Female","726"
"Male","704"
"","1430"
"Danuwar",""
"Female","3266"
"Male","2922"
"","6188"
"Dev",""
"Female","8"
"Male","7"
"","15"
"Dhankar/ Dharikar",""
"Female","280"
"Male","282"
"","562"
"Dhanuk",""
"Female","18952"
"Male","18780"
"","37732"
"Dhimal",""
"Female","5"
"Male","7"
"","12"
"Dhobi",""
"Female","3101"
"Male","3132"
"","6233"
"Dhunia",""
"Female","642"
"Male","631"
"","1273"
"Dom",""
"Female","603"
"Male","614"
"","1217"
"Dusadh/ Pasawan/ Pasi",""
"Female","9388"
"Male","9172"
"","18560"
"Gaderi/Bhedihar",""
"Female","2363"
"Male","2208"
"","4571"
"Gharti/Bhujel",""
"Female","573"
"Male","583"
"","1156"
"Gurung",""
"Female","196"
"Male","172"
"","368"
"Hajam/Thakur",""
"Female","5498"
"Male","5419"
"","10917"
"Halkhor",""
"Female","494"
"Male","522"
"","1016"
"Halwai",""
"Female","5385"
"Male","5611"
"","10996"
"Jhangad/ Dhagar",""
"Female","243"
"Male","254"
"","497"
"Kahar",""
"Female","8"
"Male","4"
"","12"
"Kalar",""
"Female","8"
"Male","12"
"","20"
"Kalwar",""
"Female","3705"
"Male","3935"
"","7640"
"Kami",""
"Female","2154"
"Male","2187"
"","4341"
"Kanu",""
"Female","645"
"Male","718"
"","1363"
"Kathabaniyan",""
"Female","3079"
"Male","3203"
"","6282"
"Kayastha",""
"Female","2993"
"Male","3162"
"","6155"
"Kewat",""
"Female","23550"
"Male","22414"
"","45964"
"Khatwe",""
"Female","8742"
"Male","8456"
"","17198"
"Koiri/Kushwaha",""
"Female","18444"
"Male","19721"
"","38165"
"Kumal",""
"Female","591"
"Male","579"
"","1170"
"Kumhar",""
"Female","3674"
"Male","3805"
"","7479"
"Kurmi",""
"Female","4699"
"Male","4872"
"","9571"
"Lhomi",""
"Female","21"
"Male","11"
"","32"
"Limbu",""
"Female","64"
"Male","55"
"","119"
"Lohar",""
"Female","2318"
"Male","2502"
"","4820"
"Magar",""
"Female","4381"
"Male","4218"
"","8599"
"Majhi",""
"Female","778"
"Male","748"
"","1526"
"Mali",""
"Female","912"
"Male","941"
"","1853"
"Mallaha",""
"Female","4830"
"Male","4793"
"","9623"
"Marwadi",""
"Female","484"
"Male","511"
"","995"
"Meche",""
"Female","66"
"Male","64"
"","130"
"Musahar",""
"Female","9881"
"Male","10023"
"","19904"
"Musalman",""
"Female","32657"
"Male","30987"
"","63644"
"Natuwa",""
"Female","172"
"Male","173"
"","345"
"Newar",""
"Female","2254"
"Male","2222"
"","4476"
"Nuniya",""
"Female","2733"
"Male","2751"
"","5484"
"Others",""
"Female","639"
"Male","404"
"","1043"
"Pahari",""
"Female","7"
"Male","6"
"","13"
"Pattharkatta/ Kushwadiya",""
"Female","15"
"Male","15"
"","30"
"Punjabi/Sikh",""
"Female","470"
"Male","514"
"","984"
"Rai",""
"Female","368"
"Male","338"
"","706"
"Rajbansi",""
"Female","30"
"Male","29"
"","59"
"Rajbhar",""
"Female","43"
"Male","45"
"","88"
"Rajput",""
"Female","1640"
"Male","1792"
"","3432"
"Raute",""
"Female","30"
"Male","26"
"","56"
"Sanyasi/Dasnami",""
"Female","726"
"Male","701"
"","1427"
"Sarbaria",""
"Female","154"
"Male","150"
"","304"
"Sarki",""
"Female","752"
"Male","604"
"","1356"
"Satar/ Santhal",""
"Female","17"
"Male","16"
"","33"
"Sherpa",""
"Female","36"
"Male","33"
"","69"
"Sonar",""
"Female","3844"
"Male","4058"
"","7902"
"Sudhi",""
"Female","15941"
"Male","16854"
"","32795"
"Sunuwar",""
"Female","976"
"Male","888"
"","1864"
"Tamang",""
"Female","4785"
"Male","4620"
"","9405"
"Tatma/Tatwa",""
"Female","13384"
"Male","12610"
"","25994"
"Teli",""
"Female","19087"
"Male","20085"
"","39172"
"Terai Others",""
"Female","4926"
"Male","4590"
"","9516"
"Thakuri",""
"Female","165"
"Male","135"
"","300"
"Tharu",""
"Female","2231"
"Male","2132"
"","4363"
"Undefined Others",""
"Female","273"
"Male","257"
"","530"
"Yadav",""
"Female","64503"
"Male","67414"
"","131917"
"Yakkha",""
"Female","124"
"Male","118"
"","242"
