"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","27"
"Cow Dung","898"
"Electricity Fuel","28"
"KeroseneFuel","480"
"LP Gas","14708"
"Not Sated about Fuel","518"
"OthersFuel","20"
"Wood/FireWood","22607"
"Total","39286"
