"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","1018"
"Christianity","243"
"Hindu","198044"
"Islam","43768"
"Jainism","85"
"Kirat","363"
"Prakriti","6"
"Sikhism","130"
"Undefined","429"
"Total","244086"
