"Population by Mother tongue","Number"
"Avadhi",""
"Female","13"
"Male","14"
"","27"
"Bajjika",""
"Female","25"
"Male","70"
"","95"
"Bangla",""
"Female","129"
"Male","158"
"","287"
"Bhojpuri",""
"Female","89075"
"Male","100326"
"","189401"
"Danuwar",""
"Female","8"
"Male","6"
"","14"
"Dhimal",""
"Female","7"
"Male","5"
"","12"
"Doteli",""
"Female","35"
"Male","33"
"","68"
"Ghale",""
"Female","31"
"Male","32"
"","63"
"Gurung",""
"Female","53"
"Male","47"
"","100"
"Hindi",""
"Female","666"
"Male","736"
"","1402"
"Limbu",""
"Female","31"
"Male","27"
"","58"
"Magar",""
"Female","67"
"Male","73"
"","140"
"Maithili",""
"Female","6083"
"Male","7229"
"","13312"
"Nepali",""
"Female","7685"
"Male","7918"
"","15603"
"Newar",""
"Female","1874"
"Male","1831"
"","3705"
"Not Reported",""
"Female","277"
"Male","366"
"","643"
"Others",""
"Female","104"
"Male","83"
"","187"
"Punjabi",""
"Female","70"
"Male","83"
"","153"
"Rai",""
"Female","463"
"Male","512"
"","975"
"Rajsthani",""
"Female","2184"
"Male","2432"
"","4616"
"Santhali",""
"Female","15"
"Male","17"
"","32"
"Sherpa",""
"Female","55"
"Male","32"
"","87"
"Sindhi",""
"Female","31"
"Male","25"
"","56"
"Tamang",""
"Female","132"
"Male","126"
"","258"
"Thakali",""
"Female","10"
"Male","3"
"","13"
"Tharu",""
"Female","830"
"Male","942"
"","1772"
"Uranw/Urau",""
"Female","164"
"Male","181"
"","345"
"Urdu",""
"Female","3578"
"Male","3920"
"","7498"
