"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","4"
"Christianity","16"
"Hindu","33653"
"Islam","1675"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","234"
"Total","35583"
