"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","4036"
"Electricity Fuel","0"
"KeroseneFuel","62"
"LP Gas","123"
"Not Sated about Fuel","55"
"OthersFuel","155"
"Wood/FireWood","1927"
"Total","6365"
