"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","320"
"Cow Dung","8"
"Electricity","0"
"Kerosene","31"
"LP Gas","45"
"Not stated","48"
"Others","1"
"Wood/Firewood","9563"
"Total","10016"
