"Population by Single Year of Age","Number"
"0",""
"Female","487"
"Male","565"
"1",""
"Female","411"
"Male","462"
"10",""
"Female","906"
"Male","1048"
"11",""
"Female","717"
"Male","749"
"12",""
"Female","1004"
"Male","984"
"13",""
"Female","786"
"Male","703"
"14",""
"Female","781"
"Male","835"
"15",""
"Female","719"
"Male","751"
"16",""
"Female","728"
"Male","721"
"17",""
"Female","605"
"Male","525"
"18",""
"Female","847"
"Male","743"
"19",""
"Female","456"
"Male","354"
"2",""
"Female","632"
"Male","593"
"20",""
"Female","918"
"Male","604"
"21",""
"Female","442"
"Male","330"
"22",""
"Female","730"
"Male","559"
"23",""
"Female","416"
"Male","342"
"24",""
"Female","504"
"Male","364"
"25",""
"Female","803"
"Male","532"
"26",""
"Female","424"
"Male","358"
"27",""
"Female","413"
"Male","303"
"28",""
"Female","622"
"Male","472"
"29",""
"Female","235"
"Male","183"
"3",""
"Female","638"
"Male","656"
"30",""
"Female","905"
"Male","625"
"31",""
"Female","174"
"Male","136"
"32",""
"Female","480"
"Male","360"
"33",""
"Female","273"
"Male","176"
"34",""
"Female","254"
"Male","198"
"35",""
"Female","854"
"Male","740"
"36",""
"Female","227"
"Male","235"
"37",""
"Female","170"
"Male","169"
"38",""
"Female","388"
"Male","282"
"39",""
"Female","125"
"Male","82"
"4",""
"Female","709"
"Male","740"
"40",""
"Female","792"
"Male","723"
"41",""
"Female","113"
"Male","107"
"42",""
"Female","220"
"Male","237"
"43",""
"Female","146"
"Male","104"
"44",""
"Female","153"
"Male","95"
"45",""
"Female","597"
"Male","537"
"46",""
"Female","119"
"Male","118"
"47",""
"Female","83"
"Male","96"
"48",""
"Female","228"
"Male","201"
"49",""
"Female","100"
"Male","56"
"5",""
"Female","752"
"Male","819"
"50",""
"Female","501"
"Male","480"
"51",""
"Female","62"
"Male","63"
"52",""
"Female","117"
"Male","170"
"53",""
"Female","76"
"Male","72"
"54",""
"Female","93"
"Male","87"
"55",""
"Female","331"
"Male","372"
"56",""
"Female","98"
"Male","77"
"57",""
"Female","68"
"Male","57"
"58",""
"Female","140"
"Male","127"
"59",""
"Female","88"
"Male","52"
"6",""
"Female","717"
"Male","740"
"60",""
"Female","536"
"Male","408"
"61",""
"Female","74"
"Male","76"
"62",""
"Female","125"
"Male","96"
"63",""
"Female","68"
"Male","58"
"64",""
"Female","48"
"Male","57"
"65",""
"Female","274"
"Male","244"
"66",""
"Female","48"
"Male","67"
"67",""
"Female","38"
"Male","37"
"68",""
"Female","83"
"Male","93"
"69",""
"Female","24"
"Male","34"
"7",""
"Female","698"
"Male","724"
"70",""
"Female","235"
"Male","227"
"71",""
"Female","29"
"Male","26"
"72",""
"Female","40"
"Male","65"
"73",""
"Female","15"
"Male","34"
"74",""
"Female","12"
"Male","24"
"75",""
"Female","105"
"Male","75"
"76",""
"Female","14"
"Male","25"
"77",""
"Female","11"
"Male","16"
"78",""
"Female","28"
"Male","19"
"79",""
"Female","12"
"Male","13"
"8",""
"Female","881"
"Male","930"
"80",""
"Female","78"
"Male","76"
"81",""
"Female","8"
"Male","12"
"82",""
"Female","13"
"Male","6"
"83",""
"Female","6"
"Male","9"
"84",""
"Female","11"
"Male","9"
"85",""
"Female","73"
"Male","59"
"9",""
"Female","620"
"Male","671"
