"Population by Mother tongue","Number"
"Achhami",""
"Female","1272"
"Male","1052"
"Baitadeli",""
"Female","757"
"Male","642"
"Bajhangi",""
"Female","666"
"Male","582"
"Bajureli",""
"Female","96"
"Male","91"
"Bhojpuri",""
"Female","9"
"Male","6"
"Dadeldhuri",""
"Female","17"
"Male","11"
"Darchuleli",""
"Female","218"
"Male","181"
"Doteli",""
"Female","14062"
"Male","12147"
"Gurung",""
"Female","7"
"Male","7"
"Hindi",""
"Female","37"
"Male","37"
"Magar",""
"Female","899"
"Male","870"
"Maithili",""
"Female","26"
"Male","33"
"Nepali",""
"Female","1322"
"Male","1217"
"Others",""
"Female","57"
"Male","40"
"Raji",""
"Female","46"
"Male","41"
"Tamang",""
"Female","10"
"Male","11"
"Tharu",""
"Female","10083"
"Male","10091"
