"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","820"
"Cow Dung","591"
"Electricity","9"
"Kerosene","88"
"LP Gas","2319"
"Not stated","59"
"Others","24"
"Wood/Firewood","10046"
"Total","13956"
