"Population by Single Year of Age","Number"
"0",""
"Female","538"
"Male","606"
"1",""
"Female","465"
"Male","468"
"10",""
"Female","679"
"Male","725"
"11",""
"Female","654"
"Male","641"
"12",""
"Female","781"
"Male","779"
"13",""
"Female","761"
"Male","685"
"14",""
"Female","778"
"Male","716"
"15",""
"Female","736"
"Male","731"
"16",""
"Female","749"
"Male","742"
"17",""
"Female","812"
"Male","746"
"18",""
"Female","796"
"Male","650"
"19",""
"Female","620"
"Male","452"
"2",""
"Female","531"
"Male","458"
"20",""
"Female","733"
"Male","513"
"21",""
"Female","629"
"Male","392"
"22",""
"Female","834"
"Male","468"
"23",""
"Female","609"
"Male","379"
"24",""
"Female","696"
"Male","345"
"25",""
"Female","776"
"Male","417"
"26",""
"Female","678"
"Male","347"
"27",""
"Female","618"
"Male","352"
"28",""
"Female","634"
"Male","399"
"29",""
"Female","437"
"Male","270"
"3",""
"Female","429"
"Male","509"
"30",""
"Female","783"
"Male","426"
"31",""
"Female","378"
"Male","245"
"32",""
"Female","567"
"Male","333"
"33",""
"Female","383"
"Male","263"
"34",""
"Female","358"
"Male","294"
"35",""
"Female","627"
"Male","426"
"36",""
"Female","389"
"Male","257"
"37",""
"Female","315"
"Male","236"
"38",""
"Female","411"
"Male","250"
"39",""
"Female","270"
"Male","190"
"4",""
"Female","566"
"Male","565"
"40",""
"Female","584"
"Male","454"
"41",""
"Female","268"
"Male","197"
"42",""
"Female","379"
"Male","289"
"43",""
"Female","289"
"Male","241"
"44",""
"Female","253"
"Male","168"
"45",""
"Female","543"
"Male","365"
"46",""
"Female","269"
"Male","199"
"47",""
"Female","292"
"Male","186"
"48",""
"Female","301"
"Male","255"
"49",""
"Female","266"
"Male","208"
"5",""
"Female","601"
"Male","689"
"50",""
"Female","520"
"Male","374"
"51",""
"Female","247"
"Male","220"
"52",""
"Female","294"
"Male","323"
"53",""
"Female","268"
"Male","197"
"54",""
"Female","238"
"Male","204"
"55",""
"Female","345"
"Male","331"
"56",""
"Female","240"
"Male","234"
"57",""
"Female","228"
"Male","203"
"58",""
"Female","239"
"Male","239"
"59",""
"Female","181"
"Male","175"
"6",""
"Female","590"
"Male","611"
"60",""
"Female","383"
"Male","380"
"61",""
"Female","199"
"Male","178"
"62",""
"Female","177"
"Male","225"
"63",""
"Female","156"
"Male","153"
"64",""
"Female","137"
"Male","158"
"65",""
"Female","242"
"Male","228"
"66",""
"Female","107"
"Male","112"
"67",""
"Female","184"
"Male","169"
"68",""
"Female","161"
"Male","168"
"69",""
"Female","73"
"Male","110"
"7",""
"Female","628"
"Male","658"
"70",""
"Female","196"
"Male","196"
"71",""
"Female","70"
"Male","79"
"72",""
"Female","98"
"Male","112"
"73",""
"Female","80"
"Male","86"
"74",""
"Female","58"
"Male","78"
"75",""
"Female","132"
"Male","110"
"76",""
"Female","52"
"Male","67"
"77",""
"Female","74"
"Male","86"
"78",""
"Female","90"
"Male","65"
"79",""
"Female","22"
"Male","29"
"8",""
"Female","641"
"Male","740"
"80",""
"Female","68"
"Male","65"
"81",""
"Female","27"
"Male","26"
"82",""
"Female","36"
"Male","42"
"83",""
"Female","29"
"Male","29"
"84",""
"Female","39"
"Male","33"
"85",""
"Female","165"
"Male","121"
"9",""
"Female","597"
"Male","616"
