"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","48"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","33"
"LP Gas","836"
"Not Sated about Fuel","19"
"OthersFuel","6"
"Wood/FireWood","5044"
"Total","5986"
