"Population by Caste Ethinicity","Number"
"Badi",""
"Female","19"
"Male","20"
"","39"
"Bhote",""
"Female","8"
"Male","5"
"","13"
"Brahman - Hill",""
"Female","1935"
"Male","1877"
"","3812"
"Chhetri",""
"Female","1624"
"Male","1453"
"","3077"
"Dalit Others",""
"Female","48"
"Male","38"
"","86"
"Damai/Dholi",""
"Female","231"
"Male","197"
"","428"
"Gharti/Bhujel",""
"Female","62"
"Male","59"
"","121"
"Gurung",""
"Female","1443"
"Male","1187"
"","2630"
"Kami",""
"Female","749"
"Male","671"
"","1420"
"Khawas",""
"Female","24"
"Male","19"
"","43"
"Limbu",""
"Female","4446"
"Male","3865"
"","8311"
"Magar",""
"Female","156"
"Male","162"
"","318"
"Newar",""
"Female","309"
"Male","293"
"","602"
"Others",""
"Female","26"
"Male","32"
"","58"
"Rai",""
"Female","490"
"Male","470"
"","960"
"Rajbansi",""
"Female","4"
"Male","7"
"","11"
"Sanyasi/Dasnami",""
"Female","242"
"Male","207"
"","449"
"Sarki",""
"Female","177"
"Male","156"
"","333"
"Sherpa",""
"Female","893"
"Male","749"
"","1642"
"Sunuwar",""
"Female","314"
"Male","270"
"","584"
"Tamang",""
"Female","644"
"Male","593"
"","1237"
"Teli",""
"Female","7"
"Male","8"
"","15"
"Terai Others",""
"Female","7"
"Male","12"
"","19"
"Thakuri",""
"Female","9"
"Male","14"
"","23"
"Tharu",""
"Female","37"
"Male","54"
"","91"
"Topkegola",""
"Female","6"
"Male","6"
"","12"
"Walung",""
"Female","28"
"Male","27"
"","55"
"Yadav",""
"Female","3"
"Male","14"
"","17"
