"Population by Mother tongue","Number"
"Bajjika",""
"Female","10216"
"Male","10298"
"Bhojpuri",""
"Female","45"
"Male","47"
"Bhujel",""
"Female","10"
"Male","12"
"Danuwar",""
"Female","480"
"Male","444"
"Hindi",""
"Female","45"
"Male","56"
"Magahi",""
"Female","68"
"Male","68"
"Magar",""
"Female","1122"
"Male","1042"
"Maithili",""
"Female","5694"
"Male","5885"
"Majhi",""
"Female","24"
"Male","23"
"Nepali",""
"Female","6131"
"Male","5553"
"Newar",""
"Female","122"
"Male","125"
"Not Reported",""
"Female","111"
"Male","97"
"Others",""
"Female","32"
"Male","26"
"Rai",""
"Female","12"
"Male","16"
"Tamang",""
"Female","1966"
"Male","1860"
"Tharu",""
"Female","2818"
"Male","2687"
"Urdu",""
"Female","1447"
"Male","1404"
