"Population by Five Years Age Group","Number"
"0-4",""
"Female","3104"
"Male","3249"
"10-14",""
"Female","4079"
"Male","4280"
"15-19",""
"Female","2997"
"Male","3035"
"20-24",""
"Female","2465"
"Male","2000"
"25-29",""
"Female","2326"
"Male","1861"
"30-34",""
"Female","2181"
"Male","1751"
"35-39",""
"Female","1966"
"Male","1804"
"40-44",""
"Female","1650"
"Male","1654"
"45-49",""
"Female","1353"
"Male","1481"
"50-54",""
"Female","1008"
"Male","1155"
"55-59",""
"Female","867"
"Male","928"
"5-9",""
"Female","4028"
"Male","4182"
"60-64",""
"Female","895"
"Male","859"
"65-69",""
"Female","623"
"Male","669"
"70-74",""
"Female","411"
"Male","405"
"75+",""
"Female","390"
"Male","344"
