"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","290"
"Cow Dung","185"
"Electricity","2"
"Kerosene","88"
"LP Gas","327"
"Not stated","138"
"Others","26"
"Wood/Firewood","10017"
"Total","11073"
