"Population by Single Year of Age","Number"
"0",""
"Female","226"
"Male","261"
"1",""
"Female","255"
"Male","259"
"10",""
"Female","479"
"Male","483"
"11",""
"Female","357"
"Male","373"
"12",""
"Female","444"
"Male","452"
"13",""
"Female","414"
"Male","433"
"14",""
"Female","454"
"Male","431"
"15",""
"Female","439"
"Male","436"
"16",""
"Female","487"
"Male","417"
"17",""
"Female","418"
"Male","383"
"18",""
"Female","519"
"Male","484"
"19",""
"Female","360"
"Male","282"
"2",""
"Female","239"
"Male","228"
"20",""
"Female","377"
"Male","309"
"21",""
"Female","331"
"Male","267"
"22",""
"Female","410"
"Male","265"
"23",""
"Female","351"
"Male","260"
"24",""
"Female","321"
"Male","229"
"25",""
"Female","357"
"Male","333"
"26",""
"Female","295"
"Male","261"
"27",""
"Female","297"
"Male","243"
"28",""
"Female","351"
"Male","291"
"29",""
"Female","195"
"Male","183"
"3",""
"Female","292"
"Male","302"
"30",""
"Female","310"
"Male","310"
"31",""
"Female","159"
"Male","156"
"32",""
"Female","217"
"Male","204"
"33",""
"Female","192"
"Male","137"
"34",""
"Female","170"
"Male","140"
"35",""
"Female","267"
"Male","231"
"36",""
"Female","239"
"Male","185"
"37",""
"Female","151"
"Male","118"
"38",""
"Female","187"
"Male","193"
"39",""
"Female","149"
"Male","129"
"4",""
"Female","326"
"Male","317"
"40",""
"Female","287"
"Male","256"
"41",""
"Female","140"
"Male","107"
"42",""
"Female","167"
"Male","167"
"43",""
"Female","176"
"Male","127"
"44",""
"Female","130"
"Male","124"
"45",""
"Female","214"
"Male","158"
"46",""
"Female","165"
"Male","151"
"47",""
"Female","151"
"Male","110"
"48",""
"Female","172"
"Male","184"
"49",""
"Female","121"
"Male","110"
"5",""
"Female","378"
"Male","367"
"50",""
"Female","232"
"Male","223"
"51",""
"Female","141"
"Male","126"
"52",""
"Female","130"
"Male","183"
"53",""
"Female","100"
"Male","103"
"54",""
"Female","118"
"Male","122"
"55",""
"Female","136"
"Male","146"
"56",""
"Female","135"
"Male","119"
"57",""
"Female","89"
"Male","88"
"58",""
"Female","89"
"Male","130"
"59",""
"Female","96"
"Male","103"
"6",""
"Female","376"
"Male","390"
"60",""
"Female","150"
"Male","144"
"61",""
"Female","91"
"Male","77"
"62",""
"Female","72"
"Male","104"
"63",""
"Female","49"
"Male","70"
"64",""
"Female","67"
"Male","70"
"65",""
"Female","77"
"Male","98"
"66",""
"Female","46"
"Male","63"
"67",""
"Female","43"
"Male","64"
"68",""
"Female","57"
"Male","84"
"69",""
"Female","32"
"Male","38"
"7",""
"Female","431"
"Male","407"
"70",""
"Female","54"
"Male","69"
"71",""
"Female","29"
"Male","27"
"72",""
"Female","33"
"Male","38"
"73",""
"Female","26"
"Male","38"
"74",""
"Female","13"
"Male","27"
"75",""
"Female","37"
"Male","37"
"76",""
"Female","21"
"Male","18"
"77",""
"Female","26"
"Male","28"
"78",""
"Female","38"
"Male","41"
"79",""
"Female","11"
"Male","14"
"8",""
"Female","443"
"Male","421"
"80",""
"Female","34"
"Male","36"
"81",""
"Female","9"
"Male","16"
"82",""
"Female","7"
"Male","11"
"83",""
"Female","5"
"Male","9"
"84",""
"Female","5"
"Male","18"
"85",""
"Female","47"
"Male","54"
"9",""
"Female","380"
"Male","399"
