"Population by Single Year of Age","Number"
"0",""
"Female","267"
"Male","260"
"1",""
"Female","302"
"Male","296"
"10",""
"Female","374"
"Male","371"
"11",""
"Female","364"
"Male","303"
"12",""
"Female","407"
"Male","400"
"13",""
"Female","330"
"Male","348"
"14",""
"Female","358"
"Male","334"
"15",""
"Female","314"
"Male","278"
"16",""
"Female","287"
"Male","242"
"17",""
"Female","338"
"Male","275"
"18",""
"Female","312"
"Male","207"
"19",""
"Female","262"
"Male","153"
"2",""
"Female","270"
"Male","253"
"20",""
"Female","238"
"Male","146"
"21",""
"Female","254"
"Male","118"
"22",""
"Female","266"
"Male","137"
"23",""
"Female","190"
"Male","102"
"24",""
"Female","201"
"Male","82"
"25",""
"Female","214"
"Male","116"
"26",""
"Female","162"
"Male","60"
"27",""
"Female","158"
"Male","84"
"28",""
"Female","178"
"Male","79"
"29",""
"Female","123"
"Male","65"
"3",""
"Female","291"
"Male","314"
"30",""
"Female","222"
"Male","110"
"31",""
"Female","121"
"Male","57"
"32",""
"Female","168"
"Male","80"
"33",""
"Female","106"
"Male","46"
"34",""
"Female","117"
"Male","57"
"35",""
"Female","201"
"Male","109"
"36",""
"Female","114"
"Male","76"
"37",""
"Female","118"
"Male","87"
"38",""
"Female","118"
"Male","70"
"39",""
"Female","121"
"Male","82"
"4",""
"Female","332"
"Male","316"
"40",""
"Female","215"
"Male","126"
"41",""
"Female","91"
"Male","44"
"42",""
"Female","142"
"Male","71"
"43",""
"Female","100"
"Male","70"
"44",""
"Female","74"
"Male","68"
"45",""
"Female","153"
"Male","98"
"46",""
"Female","102"
"Male","61"
"47",""
"Female","80"
"Male","73"
"48",""
"Female","92"
"Male","66"
"49",""
"Female","90"
"Male","87"
"5",""
"Female","332"
"Male","345"
"50",""
"Female","197"
"Male","120"
"51",""
"Female","70"
"Male","79"
"52",""
"Female","113"
"Male","80"
"53",""
"Female","78"
"Male","46"
"54",""
"Female","52"
"Male","65"
"55",""
"Female","116"
"Male","100"
"56",""
"Female","97"
"Male","69"
"57",""
"Female","65"
"Male","81"
"58",""
"Female","93"
"Male","66"
"59",""
"Female","76"
"Male","61"
"6",""
"Female","322"
"Male","291"
"60",""
"Female","155"
"Male","103"
"61",""
"Female","80"
"Male","79"
"62",""
"Female","78"
"Male","56"
"63",""
"Female","63"
"Male","50"
"64",""
"Female","61"
"Male","41"
"65",""
"Female","66"
"Male","69"
"66",""
"Female","40"
"Male","54"
"67",""
"Female","53"
"Male","70"
"68",""
"Female","63"
"Male","61"
"69",""
"Female","40"
"Male","36"
"7",""
"Female","348"
"Male","338"
"70",""
"Female","78"
"Male","63"
"71",""
"Female","26"
"Male","44"
"72",""
"Female","35"
"Male","41"
"73",""
"Female","24"
"Male","28"
"74",""
"Female","19"
"Male","20"
"75",""
"Female","43"
"Male","41"
"76",""
"Female","16"
"Male","22"
"77",""
"Female","22"
"Male","24"
"78",""
"Female","27"
"Male","24"
"79",""
"Female","20"
"Male","12"
"8",""
"Female","344"
"Male","343"
"80",""
"Female","30"
"Male","15"
"81",""
"Female","9"
"Male","9"
"82",""
"Female","10"
"Male","14"
"83",""
"Female","10"
"Male","6"
"84",""
"Female","1"
"Male","11"
"85",""
"Female","24"
"Male","31"
"9",""
"Female","314"
"Male","293"
