"Population by Five Years Age Group","Number"
"0-4",""
"Female","1462"
"Male","1439"
"10-14",""
"Female","1833"
"Male","1756"
"15-19",""
"Female","1513"
"Male","1155"
"20-24",""
"Female","1149"
"Male","585"
"25-29",""
"Female","835"
"Male","404"
"30-34",""
"Female","734"
"Male","350"
"35-39",""
"Female","672"
"Male","424"
"40-44",""
"Female","622"
"Male","379"
"45-49",""
"Female","517"
"Male","385"
"50-54",""
"Female","510"
"Male","390"
"55-59",""
"Female","447"
"Male","377"
"5-9",""
"Female","1660"
"Male","1610"
"60-64",""
"Female","437"
"Male","329"
"65-69",""
"Female","262"
"Male","290"
"70-74",""
"Female","182"
"Male","196"
"75+",""
"Female","212"
"Male","209"
