"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","0"
"Cow Dung","5"
"Electricity","0"
"Kerosene","22"
"LP Gas","12"
"Not stated","36"
"Others","0"
"Wood/Firewood","4818"
"Total","4893"
