"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","4"
"Christianity","0"
"Hindu","31753"
"Islam","8061"
"Jainism","1"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","64"
"Total","39883"
