"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","16"
"Cow Dung","3774"
"Electricity Fuel","5"
"KeroseneFuel","84"
"LP Gas","99"
"Not Sated about Fuel","31"
"OthersFuel","64"
"Wood/FireWood","3244"
"Total","7317"
