"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","8"
"Cow Dung","0"
"Electricity Fuel","134"
"KeroseneFuel","0"
"LP Gas","3"
"Not Sated about Fuel","10"
"OthersFuel","4"
"Wood/FireWood","9278"
"Total","9437"
