"Population by Mother tongue","Number"
"Achhami",""
"Female","3064"
"Male","2615"
"","5679"
"Assami",""
"Female","12"
"Male","7"
"","19"
"Baitadeli",""
"Female","68"
"Male","91"
"","159"
"Bajhangi",""
"Female","461"
"Male","429"
"","890"
"Bajureli",""
"Female","382"
"Male","266"
"","648"
"Bhojpuri",""
"Female","8"
"Male","3"
"","11"
"Darchuleli",""
"Female","59"
"Male","56"
"","115"
"Doteli",""
"Female","9893"
"Male","8241"
"","18134"
"Gurung",""
"Female","24"
"Male","18"
"","42"
"Hindi",""
"Female","47"
"Male","60"
"","107"
"Kham",""
"Female","130"
"Male","127"
"","257"
"Magar",""
"Female","409"
"Male","370"
"","779"
"Maithili",""
"Female","81"
"Male","88"
"","169"
"Nepali",""
"Female","5876"
"Male","5287"
"","11163"
"Others",""
"Female","71"
"Male","58"
"","129"
"Raji",""
"Female","157"
"Male","135"
"","292"
"Sign Language",""
"Female","6"
"Male","6"
"","12"
"Tamang",""
"Female","55"
"Male","34"
"","89"
"Tharu",""
"Female","8385"
"Male","8224"
"","16609"
"Urdu",""
"Female","5"
"Male","6"
"","11"
