"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","4"
"Cow Dung","1070"
"Electricity","0"
"Kerosene","38"
"LP Gas","10"
"Not stated","34"
"Others","77"
"Wood/Firewood","2343"
"Total","3576"
