"Population by Single Year of Age","Number"
"0",""
"Female","545"
"Male","541"
"1",""
"Female","466"
"Male","489"
"10",""
"Female","725"
"Male","795"
"11",""
"Female","656"
"Male","692"
"12",""
"Female","855"
"Male","900"
"13",""
"Female","808"
"Male","817"
"14",""
"Female","891"
"Male","822"
"15",""
"Female","800"
"Male","750"
"16",""
"Female","786"
"Male","767"
"17",""
"Female","793"
"Male","726"
"18",""
"Female","851"
"Male","795"
"19",""
"Female","660"
"Male","511"
"2",""
"Female","512"
"Male","465"
"20",""
"Female","782"
"Male","562"
"21",""
"Female","595"
"Male","389"
"22",""
"Female","848"
"Male","532"
"23",""
"Female","671"
"Male","392"
"24",""
"Female","688"
"Male","359"
"25",""
"Female","861"
"Male","421"
"26",""
"Female","641"
"Male","345"
"27",""
"Female","592"
"Male","338"
"28",""
"Female","743"
"Male","437"
"29",""
"Female","404"
"Male","265"
"3",""
"Female","540"
"Male","542"
"30",""
"Female","847"
"Male","527"
"31",""
"Female","340"
"Male","253"
"32",""
"Female","621"
"Male","394"
"33",""
"Female","411"
"Male","285"
"34",""
"Female","438"
"Male","280"
"35",""
"Female","884"
"Male","594"
"36",""
"Female","447"
"Male","302"
"37",""
"Female","357"
"Male","262"
"38",""
"Female","463"
"Male","344"
"39",""
"Female","272"
"Male","243"
"4",""
"Female","599"
"Male","613"
"40",""
"Female","833"
"Male","624"
"41",""
"Female","267"
"Male","240"
"42",""
"Female","413"
"Male","346"
"43",""
"Female","320"
"Male","265"
"44",""
"Female","280"
"Male","218"
"45",""
"Female","627"
"Male","519"
"46",""
"Female","315"
"Male","279"
"47",""
"Female","270"
"Male","193"
"48",""
"Female","342"
"Male","302"
"49",""
"Female","233"
"Male","191"
"5",""
"Female","648"
"Male","663"
"50",""
"Female","608"
"Male","516"
"51",""
"Female","222"
"Male","219"
"52",""
"Female","321"
"Male","270"
"53",""
"Female","241"
"Male","227"
"54",""
"Female","191"
"Male","213"
"55",""
"Female","439"
"Male","414"
"56",""
"Female","255"
"Male","239"
"57",""
"Female","197"
"Male","200"
"58",""
"Female","214"
"Male","254"
"59",""
"Female","173"
"Male","156"
"6",""
"Female","624"
"Male","643"
"60",""
"Female","537"
"Male","499"
"61",""
"Female","187"
"Male","194"
"62",""
"Female","185"
"Male","186"
"63",""
"Female","146"
"Male","133"
"64",""
"Female","152"
"Male","152"
"65",""
"Female","341"
"Male","289"
"66",""
"Female","126"
"Male","102"
"67",""
"Female","123"
"Male","135"
"68",""
"Female","151"
"Male","192"
"69",""
"Female","83"
"Male","99"
"7",""
"Female","677"
"Male","680"
"70",""
"Female","282"
"Male","264"
"71",""
"Female","66"
"Male","78"
"72",""
"Female","90"
"Male","121"
"73",""
"Female","76"
"Male","73"
"74",""
"Female","47"
"Male","50"
"75",""
"Female","151"
"Male","127"
"76",""
"Female","46"
"Male","62"
"77",""
"Female","62"
"Male","42"
"78",""
"Female","92"
"Male","91"
"79",""
"Female","21"
"Male","31"
"8",""
"Female","716"
"Male","734"
"80",""
"Female","85"
"Male","68"
"81",""
"Female","38"
"Male","27"
"82",""
"Female","34"
"Male","25"
"83",""
"Female","25"
"Male","29"
"84",""
"Female","35"
"Male","24"
"85",""
"Female","175"
"Male","132"
"9",""
"Female","610"
"Male","611"
