"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2210"
"Cow Dung","166"
"Electricity Fuel","14"
"KeroseneFuel","277"
"LP Gas","6510"
"Not Sated about Fuel","81"
"OthersFuel","41"
"Wood/FireWood","16232"
"Total","25531"
