"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","190"
"Cow Dung","12"
"Electricity","8"
"Kerosene","81"
"LP Gas","3360"
"Not stated","72"
"Others","5"
"Wood/Firewood","23999"
"Total","27727"
