"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","14"
"Male","88"
"Chhantyal",""
"Female","595"
"Male","463"
"Gurung",""
"Female","44"
"Male","37"
"Hindi",""
"Female","9"
"Male","49"
"Kham",""
"Female","604"
"Male","541"
"Magar",""
"Female","1356"
"Male","1054"
"Maithili",""
"Female","20"
"Male","69"
"Nepali",""
"Female","58813"
"Male","47029"
"Newar",""
"Female","354"
"Male","337"
"Not Reported",""
"Female","6"
"Male","5"
"Others",""
"Female","65"
"Male","167"
"Rai",""
"Female","3"
"Male","11"
"Sanskrit",""
"Female","30"
"Male","39"
"Sign Language",""
"Female","63"
"Male","65"
"Tamang",""
"Female","7"
"Male","18"
"Thakali",""
"Female","50"
"Male","45"
"Tharu",""
"Female","6"
"Male","10"
"Urdu",""
"Female","4"
"Male","7"
