"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","8"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","5"
"LP Gas","126"
"Not Sated about Fuel","10"
"OthersFuel","1"
"Wood/FireWood","3947"
"Total","4098"
