"Population by Mother tongue","Number"
"Chhantyal",""
"Female","430"
"Male","353"
"","783"
"Kham",""
"Female","200"
"Male","169"
"","369"
"Magar",""
"Female","588"
"Male","456"
"","1044"
"Maithili",""
"Female","2"
"Male","13"
"","15"
"Nepali",""
"Female","7589"
"Male","5814"
"","13403"
"Newar",""
"Female","19"
"Male","18"
"","37"
"Others",""
"Female","8"
"Male","18"
"","26"
"Sign Language",""
"Female","22"
"Male","22"
"","44"
"Thakali",""
"Female","8"
"Male","8"
"","16"
"Tharu",""
"Female","6"
"Male","10"
"","16"
