"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","6"
"Cow Dung","2984"
"Electricity","2"
"Kerosene","67"
"LP Gas","33"
"Not stated","29"
"Others","2"
"Wood/Firewood","1889"
"Total","5012"
