"Population by Mother tongue","Number"
"Avadhi",""
"Female","171"
"Male","191"
"Bhojpuri",""
"Female","6"
"Male","5"
"Doteli",""
"Female","7"
"Male","4"
"Gurung",""
"Female","5"
"Male","6"
"Hindi",""
"Female","212"
"Male","226"
"Kham",""
"Female","17"
"Male","8"
"Magar",""
"Female","237"
"Male","191"
"Maithili",""
"Female","30"
"Male","42"
"Nepali",""
"Female","9576"
"Male","8322"
"Newar",""
"Female","68"
"Male","56"
"Others",""
"Female","13"
"Male","9"
"Tamang",""
"Female","7"
"Male","5"
"Tharu",""
"Female","14345"
"Male","13759"
"Urdu",""
"Female","63"
"Male","74"
