"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1046"
"Cow Dung","28"
"Electricity","5"
"Kerosene","14"
"LP Gas","1190"
"Not stated","43"
"Others","5"
"Wood/Firewood","7101"
"Total","9432"
