"Population by Single Year of Age","Number"
"0",""
"Female","364"
"Male","386"
"1",""
"Female","308"
"Male","405"
"10",""
"Female","412"
"Male","513"
"11",""
"Female","428"
"Male","514"
"12",""
"Female","472"
"Male","549"
"13",""
"Female","513"
"Male","599"
"14",""
"Female","513"
"Male","576"
"15",""
"Female","527"
"Male","704"
"16",""
"Female","578"
"Male","786"
"17",""
"Female","572"
"Male","762"
"18",""
"Female","693"
"Male","992"
"19",""
"Female","591"
"Male","922"
"2",""
"Female","324"
"Male","397"
"20",""
"Female","770"
"Male","1174"
"21",""
"Female","670"
"Male","1028"
"22",""
"Female","953"
"Male","1276"
"23",""
"Female","994"
"Male","1439"
"24",""
"Female","1126"
"Male","1852"
"25",""
"Female","1020"
"Male","1867"
"26",""
"Female","795"
"Male","1434"
"27",""
"Female","726"
"Male","1155"
"28",""
"Female","815"
"Male","1184"
"29",""
"Female","452"
"Male","730"
"3",""
"Female","250"
"Male","336"
"30",""
"Female","900"
"Male","1140"
"31",""
"Female","368"
"Male","519"
"32",""
"Female","557"
"Male","645"
"33",""
"Female","444"
"Male","500"
"34",""
"Female","437"
"Male","525"
"35",""
"Female","692"
"Male","734"
"36",""
"Female","431"
"Male","398"
"37",""
"Female","351"
"Male","345"
"38",""
"Female","492"
"Male","484"
"39",""
"Female","271"
"Male","309"
"4",""
"Female","343"
"Male","383"
"40",""
"Female","659"
"Male","739"
"41",""
"Female","228"
"Male","275"
"42",""
"Female","396"
"Male","398"
"43",""
"Female","267"
"Male","310"
"44",""
"Female","265"
"Male","313"
"45",""
"Female","443"
"Male","457"
"46",""
"Female","231"
"Male","252"
"47",""
"Female","179"
"Male","252"
"48",""
"Female","308"
"Male","319"
"49",""
"Female","157"
"Male","173"
"5",""
"Female","365"
"Male","475"
"50",""
"Female","445"
"Male","425"
"51",""
"Female","127"
"Male","170"
"52",""
"Female","220"
"Male","255"
"53",""
"Female","167"
"Male","162"
"54",""
"Female","149"
"Male","157"
"55",""
"Female","272"
"Male","274"
"56",""
"Female","175"
"Male","170"
"57",""
"Female","130"
"Male","167"
"58",""
"Female","188"
"Male","160"
"59",""
"Female","106"
"Male","107"
"6",""
"Female","379"
"Male","440"
"60",""
"Female","307"
"Male","258"
"61",""
"Female","108"
"Male","118"
"62",""
"Female","135"
"Male","144"
"63",""
"Female","87"
"Male","95"
"64",""
"Female","106"
"Male","100"
"65",""
"Female","215"
"Male","167"
"66",""
"Female","105"
"Male","108"
"67",""
"Female","117"
"Male","79"
"68",""
"Female","121"
"Male","108"
"69",""
"Female","61"
"Male","54"
"7",""
"Female","415"
"Male","419"
"70",""
"Female","184"
"Male","127"
"71",""
"Female","46"
"Male","45"
"72",""
"Female","85"
"Male","85"
"73",""
"Female","72"
"Male","69"
"74",""
"Female","61"
"Male","56"
"75",""
"Female","103"
"Male","86"
"76",""
"Female","61"
"Male","69"
"77",""
"Female","68"
"Male","44"
"78",""
"Female","63"
"Male","56"
"79",""
"Female","24"
"Male","30"
"8",""
"Female","414"
"Male","482"
"80",""
"Female","82"
"Male","44"
"81",""
"Female","22"
"Male","11"
"82",""
"Female","30"
"Male","26"
"83",""
"Female","20"
"Male","15"
"84",""
"Female","35"
"Male","23"
"85",""
"Female","148"
"Male","119"
"9",""
"Female","383"
"Male","436"
