"Population by Five Years Age Group","Number"
"0-4",""
"Female","2649"
"Male","2573"
"10-14",""
"Female","2612"
"Male","2845"
"15-19",""
"Female","1619"
"Male","1906"
"20-24",""
"Female","1680"
"Male","1218"
"25-29",""
"Female","1582"
"Male","967"
"30-34",""
"Female","1520"
"Male","800"
"35-39",""
"Female","1321"
"Male","861"
"40-44",""
"Female","1171"
"Male","873"
"45-49",""
"Female","927"
"Male","831"
"50-54",""
"Female","739"
"Male","700"
"55-59",""
"Female","665"
"Male","695"
"5-9",""
"Female","2813"
"Male","2869"
"60-64",""
"Female","636"
"Male","627"
"65-69",""
"Female","466"
"Male","561"
"70-74",""
"Female","278"
"Male","349"
"75+",""
"Female","256"
"Male","274"
