"Population by Single Year of Age","Number"
"0",""
"Female","423"
"Male","389"
"1",""
"Female","367"
"Male","392"
"10",""
"Female","859"
"Male","916"
"11",""
"Female","257"
"Male","274"
"12",""
"Female","755"
"Male","791"
"13",""
"Female","311"
"Male","360"
"14",""
"Female","430"
"Male","504"
"15",""
"Female","429"
"Male","557"
"16",""
"Female","378"
"Male","483"
"17",""
"Female","216"
"Male","226"
"18",""
"Female","431"
"Male","496"
"19",""
"Female","165"
"Male","144"
"2",""
"Female","563"
"Male","557"
"20",""
"Female","561"
"Male","450"
"21",""
"Female","185"
"Male","148"
"22",""
"Female","402"
"Male","294"
"23",""
"Female","240"
"Male","125"
"24",""
"Female","292"
"Male","201"
"25",""
"Female","637"
"Male","423"
"26",""
"Female","223"
"Male","151"
"27",""
"Female","161"
"Male","117"
"28",""
"Female","483"
"Male","229"
"29",""
"Female","78"
"Male","47"
"3",""
"Female","596"
"Male","549"
"30",""
"Female","753"
"Male","418"
"31",""
"Female","94"
"Male","44"
"32",""
"Female","303"
"Male","188"
"33",""
"Female","197"
"Male","65"
"34",""
"Female","173"
"Male","85"
"35",""
"Female","626"
"Male","457"
"36",""
"Female","178"
"Male","131"
"37",""
"Female","100"
"Male","39"
"38",""
"Female","336"
"Male","170"
"39",""
"Female","81"
"Male","64"
"4",""
"Female","700"
"Male","686"
"40",""
"Female","641"
"Male","491"
"41",""
"Female","78"
"Male","60"
"42",""
"Female","194"
"Male","195"
"43",""
"Female","161"
"Male","59"
"44",""
"Female","97"
"Male","68"
"45",""
"Female","434"
"Male","469"
"46",""
"Female","102"
"Male","89"
"47",""
"Female","62"
"Male","71"
"48",""
"Female","260"
"Male","156"
"49",""
"Female","69"
"Male","46"
"5",""
"Female","622"
"Male","657"
"50",""
"Female","417"
"Male","447"
"51",""
"Female","33"
"Male","54"
"52",""
"Female","104"
"Male","111"
"53",""
"Female","108"
"Male","41"
"54",""
"Female","77"
"Male","47"
"55",""
"Female","292"
"Male","430"
"56",""
"Female","84"
"Male","64"
"57",""
"Female","44"
"Male","48"
"58",""
"Female","205"
"Male","116"
"59",""
"Female","40"
"Male","37"
"6",""
"Female","613"
"Male","619"
"60",""
"Female","350"
"Male","414"
"61",""
"Female","46"
"Male","49"
"62",""
"Female","109"
"Male","89"
"63",""
"Female","86"
"Male","41"
"64",""
"Female","45"
"Male","34"
"65",""
"Female","285"
"Male","341"
"66",""
"Female","52"
"Male","59"
"67",""
"Female","32"
"Male","29"
"68",""
"Female","79"
"Male","111"
"69",""
"Female","18"
"Male","21"
"7",""
"Female","499"
"Male","443"
"70",""
"Female","174"
"Male","245"
"71",""
"Female","28"
"Male","31"
"72",""
"Female","36"
"Male","53"
"73",""
"Female","28"
"Male","13"
"74",""
"Female","12"
"Male","7"
"75",""
"Female","109"
"Male","114"
"76",""
"Female","11"
"Male","14"
"77",""
"Female","10"
"Male","6"
"78",""
"Female","18"
"Male","15"
"79",""
"Female","5"
"Male","4"
"8",""
"Female","744"
"Male","807"
"80",""
"Female","51"
"Male","59"
"81",""
"Female","2"
"Male","3"
"82",""
"Female","3"
"Male","5"
"83",""
"Female","6"
"Male","2"
"84",""
"Female","1"
"Male","2"
"85",""
"Female","40"
"Male","50"
"9",""
"Female","335"
"Male","343"
