"Population by Mother tongue","Number"
"Achhami",""
"Female","13"
"Male","9"
"Angika",""
"Female","2910"
"Male","3060"
"Bangla",""
"Female","80"
"Male","89"
"Bantawa",""
"Female","6"
"Male","6"
"Bhojpuri",""
"Female","372"
"Male","402"
"Ganagai",""
"Female","125"
"Male","138"
"Hindi",""
"Female","183"
"Male","205"
"Khaling",""
"Female","8"
"Male","4"
"Limbu",""
"Female","24"
"Male","20"
"Magahi",""
"Female","126"
"Male","142"
"Maithili",""
"Female","11050"
"Male","11246"
"Nepali",""
"Female","636"
"Male","601"
"Not Reported",""
"Female","61"
"Male","65"
"Others",""
"Female","30"
"Male","24"
"Rai",""
"Female","7"
"Male","9"
"Rajbanshi",""
"Female","990"
"Male","1068"
"Santhali",""
"Female","3114"
"Male","3027"
"Sunuwar",""
"Female","519"
"Male","577"
"Tamang",""
"Female","22"
"Male","25"
"Urdu",""
"Female","425"
"Male","401"
