"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","28"
"Cow Dung","6301"
"Electricity","0"
"Kerosene","215"
"LP Gas","43"
"Not stated","14"
"Others","580"
"Wood/Firewood","994"
"Total","8175"
