"Population by Five Years Age Group","Number"
"0-4",""
"Female","52085"
"Male","59515"
"10-14",""
"Female","78213"
"Male","87466"
"15-19",""
"Female","91340"
"Male","110834"
"20-24",""
"Female","111758"
"Male","122036"
"25-29",""
"Female","100080"
"Male","102337"
"30-34",""
"Female","78929"
"Male","83817"
"35-39",""
"Female","64383"
"Male","69638"
"40-44",""
"Female","48932"
"Male","57626"
"45-49",""
"Female","36403"
"Male","42275"
"50-54",""
"Female","28337"
"Male","32417"
"55-59",""
"Female","20563"
"Male","22791"
"5-9",""
"Female","64235"
"Male","72927"
"60-64",""
"Female","17758"
"Male","17188"
"65-69",""
"Female","13509"
"Male","12441"
"70-74",""
"Female","9811"
"Male","8394"
"75+",""
"Female","14903"
"Male","11299"
