"Population by Single Year of Age","Number"
"0",""
"Female","10338"
"Male","11716"
"1",""
"Female","9774"
"Male","11451"
"10",""
"Female","15127"
"Male","17478"
"11",""
"Female","13877"
"Male","15466"
"12",""
"Female","16047"
"Male","18133"
"13",""
"Female","16197"
"Male","17523"
"14",""
"Female","16965"
"Male","18866"
"15",""
"Female","17258"
"Male","19800"
"16",""
"Female","17781"
"Male","20999"
"17",""
"Female","17678"
"Male","21370"
"18",""
"Female","21250"
"Male","27427"
"19",""
"Female","17373"
"Male","21238"
"2",""
"Female","10631"
"Male","12064"
"20",""
"Female","23776"
"Male","27707"
"21",""
"Female","18883"
"Male","22125"
"22",""
"Female","24973"
"Male","26985"
"23",""
"Female","21297"
"Male","21519"
"24",""
"Female","22829"
"Male","23700"
"25",""
"Female","25438"
"Male","25819"
"26",""
"Female","20235"
"Male","20340"
"27",""
"Female","18859"
"Male","18580"
"28",""
"Female","22843"
"Male","23697"
"29",""
"Female","12705"
"Male","13901"
"3",""
"Female","10174"
"Male","11357"
"30",""
"Female","27172"
"Male","27380"
"31",""
"Female","10388"
"Male","11989"
"32",""
"Female","17401"
"Male","18639"
"33",""
"Female","11868"
"Male","12394"
"34",""
"Female","12100"
"Male","13415"
"35",""
"Female","22235"
"Male","24084"
"36",""
"Female","12031"
"Male","12417"
"37",""
"Female","9261"
"Male","10182"
"38",""
"Female","13482"
"Male","14534"
"39",""
"Female","7374"
"Male","8421"
"4",""
"Female","11168"
"Male","12927"
"40",""
"Female","19759"
"Male","22877"
"41",""
"Female","5875"
"Male","7313"
"42",""
"Female","10253"
"Male","12516"
"43",""
"Female","6791"
"Male","7924"
"44",""
"Female","6254"
"Male","6996"
"45",""
"Female","12779"
"Male","15123"
"46",""
"Female","6401"
"Male","7156"
"47",""
"Female","4987"
"Male","6143"
"48",""
"Female","7751"
"Male","8751"
"49",""
"Female","4485"
"Male","5102"
"5",""
"Female","12542"
"Male","14298"
"50",""
"Female","11497"
"Male","12781"
"51",""
"Female","3585"
"Male","4620"
"52",""
"Female","5680"
"Male","6675"
"53",""
"Female","3878"
"Male","4223"
"54",""
"Female","3697"
"Male","4118"
"55",""
"Female","6973"
"Male","7541"
"56",""
"Female","4070"
"Male","4307"
"57",""
"Female","3064"
"Male","3652"
"58",""
"Female","4018"
"Male","4604"
"59",""
"Female","2438"
"Male","2687"
"6",""
"Female","12235"
"Male","13720"
"60",""
"Female","7722"
"Male","6916"
"61",""
"Female","2359"
"Male","2588"
"62",""
"Female","3151"
"Male","3108"
"63",""
"Female","2260"
"Male","2266"
"64",""
"Female","2266"
"Male","2310"
"65",""
"Female","5009"
"Male","4090"
"66",""
"Female","2117"
"Male","2021"
"67",""
"Female","2262"
"Male","2117"
"68",""
"Female","2897"
"Male","2898"
"69",""
"Female","1224"
"Male","1315"
"7",""
"Female","13224"
"Male","14887"
"70",""
"Female","4079"
"Male","3110"
"71",""
"Female","1111"
"Male","1162"
"72",""
"Female","1961"
"Male","1772"
"73",""
"Female","1411"
"Male","1252"
"74",""
"Female","1249"
"Male","1098"
"75",""
"Female","2565"
"Male","1853"
"76",""
"Female","1260"
"Male","1128"
"77",""
"Female","1180"
"Male","899"
"78",""
"Female","1694"
"Male","1390"
"79",""
"Female","672"
"Male","579"
"8",""
"Female","13321"
"Male","15845"
"80",""
"Female","1612"
"Male","1096"
"81",""
"Female","553"
"Male","459"
"82",""
"Female","811"
"Male","586"
"83",""
"Female","586"
"Male","444"
"84",""
"Female","744"
"Male","591"
"85",""
"Female","3226"
"Male","2274"
"9",""
"Female","12913"
"Male","14177"
