"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","214"
"Cow Dung","160"
"Electricity","224"
"Kerosene","12213"
"LP Gas","385136"
"Not stated","3434"
"Others","940"
"Wood/Firewood","33223"
"Total","435544"
