"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","74"
"Male","77"
"","151"
"Bhujel",""
"Female","10"
"Male","9"
"","19"
"Danuwar",""
"Female","59"
"Male","54"
"","113"
"Hindi",""
"Female","8"
"Male","5"
"","13"
"Limbu",""
"Female","18"
"Male","12"
"","30"
"Magar",""
"Female","530"
"Male","427"
"","957"
"Maithili",""
"Female","11026"
"Male","10189"
"","21215"
"Nepali",""
"Female","2252"
"Male","2010"
"","4262"
"Newar",""
"Female","22"
"Male","18"
"","40"
"Not Reported",""
"Female","160"
"Male","135"
"","295"
"Others",""
"Female","16"
"Male","15"
"","31"
"Rai",""
"Female","11"
"Male","3"
"","14"
"Sunuwar",""
"Female","404"
"Male","311"
"","715"
"Tamang",""
"Female","52"
"Male","50"
"","102"
"Tharu",""
"Female","7792"
"Male","6665"
"","14457"
"Urdu",""
"Female","1001"
"Male","807"
"","1808"
